playerID,year,salary
adamsau01,2012,0
adamsau01,2013,0
adamsau01,2014,0
adamsau01,2015,257700
adamsda02,2001,0
adamsda02,2002,0
adamsda02,2003,0
adamsda02,2004,0
adamsda02,2005,0
adamsda02,2006,0
adamsda02,2007,0
adamsda02,2008,0
adamsda02,2009,0
adamsda02,2010,0
adamsda02,2011,0
adamsda02,2012,0
adamsda02,2013,0
adamsda02,2014,0
adamsda02,2015,0
adamsla01,2001,0
adamsla01,2002,0
adamsla01,2003,0
adamsla01,2004,0
adamsla01,2005,0
adamsla01,2006,0
adamsla01,2007,0
adamsla01,2008,0
adamsla01,2009,0
adamsla01,2010,0
adamsla01,2011,0
adamsla01,2012,0
adamsla01,2013,0
adamsla01,2014,0
adamsla01,2015,0
adamsma01,2001,0
adamsma01,2002,0
adamsma01,2003,0
adamsma01,2004,0
adamsma01,2005,0
adamsma01,2006,0
adamsma01,2007,0
adamsma01,2008,0
adamsma01,2009,0
adamsma01,2010,0
adamsma01,2011,0
adamsma01,2012,0
adamsma01,2013,0
adamsma01,2014,0
adamsma01,2015,284000
adamsru01,2001,0
adamsru01,2002,0
adamsru01,2003,0
adamsru01,2004,0
adamsru01,2005,0
adamsru01,2006,0
adamsru01,2007,0
adamsru01,2008,0
adamsru01,2009,0
adamsru01,2010,0
adamsru01,2011,0
adamsru01,2012,0
adamsru01,2013,0
adamsru01,2014,0
adamsru01,2015,0
adamsry01,2001,0
adamsry01,2002,0
adamsry01,2003,0
adamsry01,2004,0
adamsry01,2005,0
adamsry01,2006,0
adamsry01,2007,0
adamsry01,2008,0
adamsry01,2009,0
adamsry01,2010,0
adamsry01,2011,0
adamsry01,2012,0
adamsry01,2013,0
adamsry01,2014,0
adamsry01,2015,0
adcocna01,2001,0
adcocna01,2002,0
adcocna01,2003,0
adcocna01,2004,0
adcocna01,2005,0
adcocna01,2006,0
adcocna01,2007,0
adcocna01,2008,0
adcocna01,2009,0
adcocna01,2010,0
adcocna01,2011,0
adcocna01,2012,0
adcocna01,2013,0
adcocna01,2014,0
adcocna01,2015,0
adducji02,2001,0
adducji02,2002,0
adducji02,2003,0
adducji02,2004,0
adducji02,2005,0
adducji02,2006,0
adducji02,2007,0
adducji02,2008,0
adducji02,2009,0
adducji02,2010,0
adducji02,2011,0
adducji02,2012,0
adducji02,2013,0
adducji02,2014,0
adducji02,2015,0
adenhni01,2001,0
adenhni01,2002,0
adenhni01,2003,0
adenhni01,2004,0
adenhni01,2005,0
adenhni01,2006,0
adenhni01,2007,0
adenhni01,2008,0
adenhni01,2009,0
adenhni01,2010,0
adenhni01,2011,0
adenhni01,2012,0
adenhni01,2013,0
adenhni01,2014,0
adenhni01,2015,0
adriaeh01,2001,0
adriaeh01,2002,0
adriaeh01,2003,0
adriaeh01,2004,0
adriaeh01,2005,0
adriaeh01,2006,0
adriaeh01,2007,0
adriaeh01,2008,0
adriaeh01,2009,0
adriaeh01,2010,0
adriaeh01,2011,0
adriaeh01,2012,0
adriaeh01,2013,0
adriaeh01,2014,0
adriaeh01,2015,0
aguilje01,2001,0
aguilje01,2002,0
aguilje01,2003,0
aguilje01,2004,0
aguilje01,2005,0
aguilje01,2006,0
aguilje01,2007,0
aguilje01,2008,0
aguilje01,2009,0
aguilje01,2010,0
aguilje01,2011,0
aguilje01,2012,0
aguilje01,2013,0
aguilje01,2014,0
aguilje01,2015,0
ahmedni01,2001,0
ahmedni01,2002,0
ahmedni01,2003,0
ahmedni01,2004,0
ahmedni01,2005,0
ahmedni01,2006,0
ahmedni01,2007,0
ahmedni01,2008,0
ahmedni01,2009,0
ahmedni01,2010,0
ahmedni01,2011,0
ahmedni01,2012,0
ahmedni01,2013,0
ahmedni01,2014,0
ahmedni01,2015,258500
albaljo01,2001,0
albaljo01,2002,0
albaljo01,2003,0
albaljo01,2004,0
albaljo01,2005,0
albaljo01,2006,0
albaljo01,2007,0
albaljo01,2008,0
albaljo01,2009,0
albaljo01,2010,0
albaljo01,2011,0
albaljo01,2012,0
albaljo01,2013,0
albaljo01,2014,0
albaljo01,2015,0
alberan01,2001,0
alberan01,2002,0
alberan01,2003,0
alberan01,2004,0
alberan01,2005,0
alberan01,2006,0
alberan01,2007,0
alberan01,2008,0
alberan01,2009,0
alberan01,2010,0
alberan01,2011,0
alberan01,2012,0
alberan01,2013,0
alberan01,2014,0
alberan01,2015,0
alberha01,2001,0
alberha01,2002,0
alberha01,2003,0
alberha01,2004,0
alberha01,2005,0
alberha01,2006,0
alberha01,2007,0
alberha01,2008,0
alberha01,2009,0
alberha01,2010,0
alberha01,2011,0
alberha01,2012,0
alberha01,2013,0
alberha01,2014,0
alberha01,2015,0
alberma01,2001,0
alberma01,2002,0
alberma01,2003,0
alberma01,2004,0
alberma01,2005,0
alberma01,2006,0
alberma01,2007,0
alberma01,2008,0
alberma01,2009,0
alberma01,2010,0
alberma01,2011,0
alberma01,2012,0
alberma01,2013,0
alberma01,2014,0
alberma01,2015,1250000
albural01,2001,0
albural01,2002,0
albural01,2003,0
albural01,2004,0
albural01,2005,0
albural01,2006,0
albural01,2007,0
albural01,2008,0
albural01,2009,0
albural01,2010,0
albural01,2011,0
albural01,2012,0
albural01,2013,0
albural01,2014,0
albural01,2015,1475000
alcanar01,2001,0
alcanar01,2002,0
alcanar01,2003,0
alcanar01,2004,0
alcanar01,2005,0
alcanar01,2006,0
alcanar01,2007,0
alcanar01,2008,0
alcanar01,2009,0
alcanar01,2010,0
alcanar01,2011,0
alcanar01,2012,0
alcanar01,2013,0
alcanar01,2014,0
alcanar01,2015,260000
alexasc01,2001,0
alexasc01,2002,0
alexasc01,2003,0
alexasc01,2004,0
alexasc01,2005,0
alexasc01,2006,0
alexasc01,2007,0
alexasc01,2008,0
alexasc01,2009,0
alexasc01,2010,0
alexasc01,2011,0
alexasc01,2012,0
alexasc01,2013,0
alexasc01,2014,0
alexasc01,2015,0
allenbr01,2001,0
allenbr01,2002,0
allenbr01,2003,0
allenbr01,2004,0
allenbr01,2005,0
allenbr01,2006,0
allenbr01,2007,0
allenbr01,2008,0
allenbr01,2009,0
allenbr01,2010,0
allenbr01,2011,0
allenbr01,2012,0
allenbr01,2013,0
allenbr01,2014,0
allenbr01,2015,0
allenco01,2001,0
allenco01,2002,0
allenco01,2003,0
allenco01,2004,0
allenco01,2005,0
allenco01,2006,0
allenco01,2007,0
allenco01,2008,0
allenco01,2009,0
allenco01,2010,0
allenco01,2011,0
allenco01,2012,0
allenco01,2013,0
allenco01,2014,0
allenco01,2015,297100
almonab01,2001,0
almonab01,2002,0
almonab01,2003,0
almonab01,2004,0
almonab01,2005,0
almonab01,2006,0
almonab01,2007,0
almonab01,2008,0
almonab01,2009,0
almonab01,2010,0
almonab01,2011,0
almonab01,2012,0
almonab01,2013,0
almonab01,2014,0
almonab01,2015,0
almonmi01,2001,0
almonmi01,2002,0
almonmi01,2003,0
almonmi01,2004,0
almonmi01,2005,0
almonmi01,2006,0
almonmi01,2007,0
almonmi01,2008,0
almonmi01,2009,0
almonmi01,2010,0
almonmi01,2011,0
almonmi01,2012,0
almonmi01,2013,0
almonmi01,2014,0
almonmi01,2015,0
almonzo01,2001,0
almonzo01,2002,0
almonzo01,2003,0
almonzo01,2004,0
almonzo01,2005,0
almonzo01,2006,0
almonzo01,2007,0
almonzo01,2008,0
almonzo01,2009,0
almonzo01,2010,0
almonzo01,2011,0
almonzo01,2012,0
almonzo01,2013,0
almonzo01,2014,0
almonzo01,2015,0
alonsyo01,2001,0
alonsyo01,2002,0
alonsyo01,2003,0
alonsyo01,2004,0
alonsyo01,2005,0
alonsyo01,2006,0
alonsyo01,2007,0
alonsyo01,2008,0
alonsyo01,2009,0
alonsyo01,2010,0
alonsyo01,2011,0
alonsyo01,2012,0
alonsyo01,2013,0
alonsyo01,2014,0
alonsyo01,2015,1400000
altheaa01,2001,0
altheaa01,2002,0
altheaa01,2003,0
altheaa01,2004,0
altheaa01,2005,0
altheaa01,2006,0
altheaa01,2007,0
altheaa01,2008,0
altheaa01,2009,0
altheaa01,2010,0
altheaa01,2011,0
altheaa01,2012,0
altheaa01,2013,0
altheaa01,2014,0
altheaa01,2015,0
altuvjo01,2001,0
altuvjo01,2002,0
altuvjo01,2003,0
altuvjo01,2004,0
altuvjo01,2005,0
altuvjo01,2006,0
altuvjo01,2007,0
altuvjo01,2008,0
altuvjo01,2009,0
altuvjo01,2010,0
altuvjo01,2011,0
altuvjo01,2012,0
altuvjo01,2013,0
altuvjo01,2014,0
altuvjo01,2015,2250000
alvarab01,2001,0
alvarab01,2002,0
alvarab01,2003,0
alvarab01,2004,0
alvarab01,2005,0
alvarab01,2006,0
alvarab01,2007,0
alvarab01,2008,0
alvarab01,2009,0
alvarab01,2010,0
alvarab01,2011,0
alvarab01,2012,0
alvarab01,2013,0
alvarab01,2014,0
alvarab01,2015,0
alvarda01,2001,0
alvarda01,2002,0
alvarda01,2003,0
alvarda01,2004,0
alvarda01,2005,0
alvarda01,2006,0
alvarda01,2007,0
alvarda01,2008,0
alvarda01,2009,0
alvarda01,2010,0
alvarda01,2011,0
alvarda01,2012,0
alvarda01,2013,0
alvarda01,2014,0
alvarda01,2015,0
alvarda02,2001,0
alvarda02,2002,0
alvarda02,2003,0
alvarda02,2004,0
alvarda02,2005,0
alvarda02,2006,0
alvarda02,2007,0
alvarda02,2008,0
alvarda02,2009,0
alvarda02,2010,0
alvarda02,2011,0
alvarda02,2012,0
alvarda02,2013,0
alvarda02,2014,0
alvarda02,2015,0
alvarhe01,2001,0
alvarhe01,2002,0
alvarhe01,2003,0
alvarhe01,2004,0
alvarhe01,2005,0
alvarhe01,2006,0
alvarhe01,2007,0
alvarhe01,2008,0
alvarhe01,2009,0
alvarhe01,2010,0
alvarhe01,2011,0
alvarhe01,2012,0
alvarhe01,2013,507900
alvarhe01,2014,525400
alvarhe01,2015,3750000
alvarjo02,2001,0
alvarjo02,2002,0
alvarjo02,2003,0
alvarjo02,2004,0
alvarjo02,2005,0
alvarjo02,2006,0
alvarjo02,2007,0
alvarjo02,2008,0
alvarjo02,2009,0
alvarjo02,2010,0
alvarjo02,2011,0
alvarjo02,2012,0
alvarjo02,2013,0
alvarjo02,2014,0
alvarjo02,2015,259500
alvarpe01,2001,0
alvarpe01,2002,0
alvarpe01,2003,0
alvarpe01,2004,0
alvarpe01,2005,0
alvarpe01,2006,0
alvarpe01,2007,0
alvarpe01,2008,0
alvarpe01,2009,0
alvarpe01,2010,0
alvarpe01,2011,0
alvarpe01,2012,0
alvarpe01,2013,0
alvarpe01,2014,0
alvarpe01,2015,5500000
alvarrj01,2001,0
alvarrj01,2002,0
alvarrj01,2003,0
alvarrj01,2004,0
alvarrj01,2005,0
alvarrj01,2006,0
alvarrj01,2007,0
alvarrj01,2008,0
alvarrj01,2009,0
alvarrj01,2010,0
alvarrj01,2011,0
alvarrj01,2012,0
alvarrj01,2013,0
alvarrj01,2014,0
alvarrj01,2015,257500
amarial01,2001,0
amarial01,2002,0
amarial01,2003,0
amarial01,2004,0
amarial01,2005,0
amarial01,2006,0
amarial01,2007,0
amarial01,2008,0
amarial01,2009,0
amarial01,2010,0
amarial01,2011,0
amarial01,2012,0
amarial01,2013,0
amarial01,2014,0
amarial01,2015,900000
ambrihe01,2001,0
ambrihe01,2002,0
ambrihe01,2003,0
ambrihe01,2004,0
ambrihe01,2005,0
ambrihe01,2006,0
ambrihe01,2007,0
ambrihe01,2008,0
ambrihe01,2009,0
ambrihe01,2010,0
ambrihe01,2011,0
ambrihe01,2012,0
ambrihe01,2013,0
ambrihe01,2014,0
ambrihe01,2015,0
amesst01,2001,0
amesst01,2002,0
amesst01,2003,0
amesst01,2004,0
amesst01,2005,0
amesst01,2006,0
amesst01,2007,0
amesst01,2008,0
amesst01,2009,0
amesst01,2010,0
amesst01,2011,0
amesst01,2012,0
amesst01,2013,0
amesst01,2014,0
amesst01,2015,0
anderbr03,2001,0
anderbr03,2002,0
anderbr03,2003,0
anderbr03,2004,0
anderbr03,2005,0
anderbr03,2006,0
anderbr03,2007,0
anderbr03,2008,0
anderbr03,2009,0
anderbr03,2010,0
anderbr03,2011,0
anderbr03,2012,0
anderbr03,2013,0
anderbr03,2014,0
anderbr03,2015,0
anderbr04,2001,0
anderbr04,2002,0
anderbr04,2003,0
anderbr04,2004,0
anderbr04,2005,0
anderbr04,2006,0
anderbr04,2007,0
anderbr04,2008,0
anderbr04,2009,0
anderbr04,2010,0
anderbr04,2011,0
anderbr04,2012,0
anderbr04,2013,0
anderbr04,2014,8000000
anderbr04,2015,9750000
anderbr05,2001,0
anderbr05,2002,0
anderbr05,2003,0
anderbr05,2004,0
anderbr05,2005,0
anderbr05,2006,0
anderbr05,2007,0
anderbr05,2008,0
anderbr05,2009,0
anderbr05,2010,0
anderbr05,2011,0
anderbr05,2012,0
anderbr05,2013,0
anderbr05,2014,0
anderbr05,2015,0
anderch01,2001,0
anderch01,2002,0
anderch01,2003,0
anderch01,2004,0
anderch01,2005,0
anderch01,2006,0
anderch01,2007,0
anderch01,2008,0
anderch01,2009,0
anderch01,2010,0
anderch01,2011,0
anderch01,2012,0
anderch01,2013,0
anderch01,2014,0
anderch01,2015,262500
anderco01,2001,0
anderco01,2002,0
anderco01,2003,0
anderco01,2004,0
anderco01,2005,0
anderco01,2006,0
anderco01,2007,0
anderco01,2008,0
anderco01,2009,0
anderco01,2010,0
anderco01,2011,0
anderco01,2012,0
anderco01,2013,0
anderco01,2014,0
anderco01,2015,0
anderdr01,2001,0
anderdr01,2002,0
anderdr01,2003,0
anderdr01,2004,0
anderdr01,2005,0
anderdr01,2006,0
anderdr01,2007,0
anderdr01,2008,0
anderdr01,2009,0
anderdr01,2010,0
anderdr01,2011,0
anderdr01,2012,0
anderdr01,2013,0
anderdr01,2014,0
anderdr01,2015,0
anderjo03,2001,0
anderjo03,2002,0
anderjo03,2003,0
anderjo03,2004,0
anderjo03,2005,0
anderjo03,2006,0
anderjo03,2007,0
anderjo03,2008,0
anderjo03,2009,0
anderjo03,2010,0
anderjo03,2011,0
anderjo03,2012,0
anderjo03,2013,0
anderjo03,2014,0
anderjo03,2015,0
anderla03,2001,0
anderla03,2002,0
anderla03,2003,0
anderla03,2004,0
anderla03,2005,0
anderla03,2006,0
anderla03,2007,0
anderla03,2008,0
anderla03,2009,0
anderla03,2010,0
anderla03,2011,0
anderla03,2012,0
anderla03,2013,0
anderla03,2014,0
anderla03,2015,0
andinro01,2001,0
andinro01,2002,0
andinro01,2003,0
andinro01,2004,0
andinro01,2005,0
andinro01,2006,0
andinro01,2007,0
andinro01,2008,0
andinro01,2009,0
andinro01,2010,0
andinro01,2011,0
andinro01,2012,0
andinro01,2013,0
andinro01,2014,0
andinro01,2015,0
andrima01,2001,0
andrima01,2002,0
andrima01,2003,0
andrima01,2004,0
andrima01,2005,0
andrima01,2006,0
andrima01,2007,0
andrima01,2008,0
andrima01,2009,0
andrima01,2010,0
andrima01,2011,0
andrima01,2012,0
andrima01,2013,0
andrima01,2014,0
andrima01,2015,257500
andruel01,2001,0
andruel01,2002,0
andruel01,2003,0
andruel01,2004,0
andruel01,2005,0
andruel01,2006,0
andruel01,2007,0
andruel01,2008,0
andruel01,2009,0
andruel01,2010,0
andruel01,2011,0
andruel01,2012,0
andruel01,2013,0
andruel01,2014,0
andruel01,2015,14750000
anglema01,2001,0
anglema01,2002,0
anglema01,2003,0
anglema01,2004,0
anglema01,2005,0
anglema01,2006,0
anglema01,2007,0
anglema01,2008,0
anglema01,2009,0
anglema01,2010,0
anglema01,2011,0
anglema01,2012,0
anglema01,2013,0
anglema01,2014,0
anglema01,2015,0
annade01,2001,0
annade01,2002,0
annade01,2003,0
annade01,2004,0
annade01,2005,0
annade01,2006,0
annade01,2007,0
annade01,2008,0
annade01,2009,0
annade01,2010,0
annade01,2011,0
annade01,2012,0
annade01,2013,0
annade01,2014,0
annade01,2015,0
antonma01,2001,0
antonma01,2002,0
antonma01,2003,0
antonma01,2004,0
antonma01,2005,0
antonma01,2006,0
antonma01,2007,0
antonma01,2008,0
antonma01,2009,0
antonma01,2010,0
antonma01,2011,0
antonma01,2012,0
antonma01,2013,0
antonma01,2014,0
antonma01,2015,0
aokino01,2001,0
aokino01,2002,0
aokino01,2003,0
aokino01,2004,0
aokino01,2005,0
aokino01,2006,0
aokino01,2007,0
aokino01,2008,0
aokino01,2009,0
aokino01,2010,0
aokino01,2011,0
aokino01,2012,0
aokino01,2013,0
aokino01,2014,0
aokino01,2015,0
araujel01,2001,0
araujel01,2002,0
araujel01,2003,0
araujel01,2004,0
araujel01,2005,0
araujel01,2006,0
araujel01,2007,0
araujel01,2008,0
araujel01,2009,0
araujel01,2010,0
araujel01,2011,0
araujel01,2012,0
araujel01,2013,0
araujel01,2014,0
araujel01,2015,0
archech01,2001,0
archech01,2002,0
archech01,2003,0
archech01,2004,0
archech01,2005,0
archech01,2006,0
archech01,2007,0
archech01,2008,0
archech01,2009,0
archech01,2010,0
archech01,2011,0
archech01,2012,0
archech01,2013,0
archech01,2014,0
archech01,2015,916667
arciaos01,2001,0
arciaos01,2002,0
arciaos01,2003,0
arciaos01,2004,0
arciaos01,2005,0
arciaos01,2006,0
arciaos01,2007,0
arciaos01,2008,0
arciaos01,2009,0
arciaos01,2010,0
arciaos01,2011,0
arciaos01,2012,0
arciaos01,2013,0
arciaos01,2014,0
arciaos01,2015,0
arenano01,2001,0
arenano01,2002,0
arenano01,2003,0
arenano01,2004,0
arenano01,2005,0
arenano01,2006,0
arenano01,2007,0
arenano01,2008,0
arenano01,2009,0
arenano01,2010,0
arenano01,2011,0
arenano01,2012,0
arenano01,2013,0
arenano01,2014,0
arenano01,2015,262500
arencjp01,2001,0
arencjp01,2002,0
arencjp01,2003,0
arencjp01,2004,0
arencjp01,2005,0
arencjp01,2006,0
arencjp01,2007,0
arencjp01,2008,0
arencjp01,2009,0
arencjp01,2010,0
arencjp01,2011,0
arencjp01,2012,0
arencjp01,2013,0
arencjp01,2014,0
arencjp01,2015,0
ariasal02,2001,0
ariasal02,2002,0
ariasal02,2003,0
ariasal02,2004,0
ariasal02,2005,0
ariasal02,2006,0
ariasal02,2007,0
ariasal02,2008,0
ariasal02,2009,0
ariasal02,2010,0
ariasal02,2011,0
ariasal02,2012,0
ariasal02,2013,0
ariasal02,2014,0
ariasal02,2015,0
ariasjo01,2001,0
ariasjo01,2002,0
ariasjo01,2003,0
ariasjo01,2004,0
ariasjo01,2005,0
ariasjo01,2006,0
ariasjo01,2007,0
ariasjo01,2008,0
ariasjo01,2009,0
ariasjo01,2010,0
ariasjo01,2011,0
ariasjo01,2012,0
ariasjo01,2013,0
ariasjo01,2014,0
ariasjo01,2015,1200000
armstsh01,2001,0
armstsh01,2002,0
armstsh01,2003,0
armstsh01,2004,0
armstsh01,2005,0
armstsh01,2006,0
armstsh01,2007,0
armstsh01,2008,0
armstsh01,2009,0
armstsh01,2010,0
armstsh01,2011,0
armstsh01,2012,0
armstsh01,2013,0
armstsh01,2014,0
armstsh01,2015,0
arojo01,2001,0
arojo01,2002,0
arojo01,2003,0
arojo01,2004,0
arojo01,2005,0
arojo01,2006,0
arojo01,2007,0
arojo01,2008,0
arojo01,2009,0
arojo01,2010,0
arojo01,2011,0
arojo01,2012,0
arojo01,2013,0
arojo01,2014,0
arojo01,2015,0
arredjo01,2001,0
arredjo01,2002,0
arredjo01,2003,0
arredjo01,2004,0
arredjo01,2005,0
arredjo01,2006,0
arredjo01,2007,0
arredjo01,2008,0
arredjo01,2009,0
arredjo01,2010,0
arredjo01,2011,480000
arredjo01,2012,0
arredjo01,2013,0
arredjo01,2014,0
arredjo01,2015,0
arrieja01,2001,0
arrieja01,2002,0
arrieja01,2003,0
arrieja01,2004,0
arrieja01,2005,0
arrieja01,2006,0
arrieja01,2007,0
arrieja01,2008,0
arrieja01,2009,0
arrieja01,2010,0
arrieja01,2011,419000
arrieja01,2012,0
arrieja01,2013,0
arrieja01,2014,500000
arrieja01,2015,3380000
arrueer01,2001,0
arrueer01,2002,0
arrueer01,2003,0
arrueer01,2004,0
arrueer01,2005,0
arrueer01,2006,0
arrueer01,2007,0
arrueer01,2008,0
arrueer01,2009,0
arrueer01,2010,0
arrueer01,2011,0
arrueer01,2012,0
arrueer01,2013,0
arrueer01,2014,0
arrueer01,2015,0
ascanjo01,2001,0
ascanjo01,2002,0
ascanjo01,2003,0
ascanjo01,2004,0
ascanjo01,2005,0
ascanjo01,2006,0
ascanjo01,2007,0
ascanjo01,2008,0
ascanjo01,2009,0
ascanjo01,2010,0
ascanjo01,2011,0
ascanjo01,2012,0
ascanjo01,2013,0
ascanjo01,2014,0
ascanjo01,2015,0
ascheco01,2001,0
ascheco01,2002,0
ascheco01,2003,0
ascheco01,2004,0
ascheco01,2005,0
ascheco01,2006,0
ascheco01,2007,0
ascheco01,2008,0
ascheco01,2009,0
ascheco01,2010,0
ascheco01,2011,0
ascheco01,2012,0
ascheco01,2013,0
ascheco01,2014,0
ascheco01,2015,267500
asencmi01,2001,0
asencmi01,2002,0
asencmi01,2003,0
asencmi01,2004,0
asencmi01,2005,0
asencmi01,2006,0
asencmi01,2007,0
asencmi01,2008,0
asencmi01,2009,0
asencmi01,2010,0
asencmi01,2011,0
asencmi01,2012,0
asencmi01,2013,0
asencmi01,2014,0
asencmi01,2015,0
asheral01,2001,0
asheral01,2002,0
asheral01,2003,0
asheral01,2004,0
asheral01,2005,0
asheral01,2006,0
asheral01,2007,0
asheral01,2008,0
asheral01,2009,0
asheral01,2010,0
asheral01,2011,0
asheral01,2012,0
asheral01,2013,0
asheral01,2014,0
asheral01,2015,0
ashlene01,2001,0
ashlene01,2002,0
ashlene01,2003,0
ashlene01,2004,0
ashlene01,2005,0
ashlene01,2006,0
ashlene01,2007,0
ashlene01,2008,0
ashlene01,2009,0
ashlene01,2010,0
ashlene01,2011,0
ashlene01,2012,0
ashlene01,2013,0
ashlene01,2014,0
ashlene01,2015,0
atilalu01,2001,0
atilalu01,2002,0
atilalu01,2003,0
atilalu01,2004,0
atilalu01,2005,0
atilalu01,2006,0
atilalu01,2007,0
atilalu01,2008,0
atilalu01,2009,0
atilalu01,2010,0
atilalu01,2011,0
atilalu01,2012,0
atilalu01,2013,0
atilalu01,2014,0
atilalu01,2015,0
atkinmi01,2001,0
atkinmi01,2002,0
atkinmi01,2003,0
atkinmi01,2004,0
atkinmi01,2005,0
atkinmi01,2006,0
atkinmi01,2007,0
atkinmi01,2008,0
atkinmi01,2009,0
atkinmi01,2010,0
atkinmi01,2011,0
atkinmi01,2012,0
atkinmi01,2013,0
atkinmi01,2014,0
atkinmi01,2015,0
aubremi01,2001,0
aubremi01,2002,0
aubremi01,2003,0
aubremi01,2004,0
aubremi01,2005,0
aubremi01,2006,0
aubremi01,2007,0
aubremi01,2008,0
aubremi01,2009,0
aubremi01,2010,0
aubremi01,2011,0
aubremi01,2012,0
aubremi01,2013,0
aubremi01,2014,0
aubremi01,2015,0
augenbr01,2001,0
augenbr01,2002,0
augenbr01,2003,0
augenbr01,2004,0
augenbr01,2005,0
augenbr01,2006,0
augenbr01,2007,0
augenbr01,2008,0
augenbr01,2009,0
augenbr01,2010,0
augenbr01,2011,414000
augenbr01,2012,0
augenbr01,2013,0
augenbr01,2014,0
augenbr01,2015,0
aumonph01,2001,0
aumonph01,2002,0
aumonph01,2003,0
aumonph01,2004,0
aumonph01,2005,0
aumonph01,2006,0
aumonph01,2007,0
aumonph01,2008,0
aumonph01,2009,0
aumonph01,2010,0
aumonph01,2011,0
aumonph01,2012,0
aumonph01,2013,0
aumonph01,2014,0
aumonph01,2015,0
averyxa01,2001,0
